time,ISIN,bidprice0,askprice0,bidsize0,asksize0
2020.04.30D12:00:37.227328647,LOM0_C1350,5.65,5.8,2,9
2020.04.30D12:00:37.227332891,LOM0_C1400,5.26,5.42,2,9
2020.04.30D12:00:37.227337019,LOM0_C1450,4.88,5.04,2,9
2020.04.30D12:00:37.227341141,LOM0_C1500,4.51,4.66,2,9
2020.04.30D12:00:37.227345298,LOM0_C1650,3.48,3.6,2,2
2020.04.30D12:00:37.227349389,LOM0_C1700,3.19,3.27,2,3
2020.04.30D12:00:37.227353396,LOM0_C1750,2.88,2.96,3,3
2020.04.30D12:00:37.227357567,LOM0_C1800,2.6,2.69,4,13
2020.04.30D12:00:37.228004158,LOM0_C1900,2.09,2.17,4,12
2020.04.30D12:00:37.228007725,LOM0_C1950,1.86,1.94,6,14
2020.04.30D12:00:37.228012086,LOM0_C2150,1.16,1.23,12,14
2020.04.30D12:00:37.228016408,LOM0_C2200,1.02,1.09,12,9
2020.04.30D12:00:37.228020404,LOM0_P1200,1.41,1.48,21,12
2020.04.30D12:00:37.228024600,LOM0_P1150,1.34,1.4,10,8
2020.04.30D12:00:37.228028671,LOM0_P1050,1.21,1.26,10,9
2020.04.30D12:00:37.228093812,LON0_C2250,2.93,3.04,5,11
2020.04.30D12:00:37.228097231,LON0_P1900,3.38,3.49,8,18
2020.04.30D12:00:37.228101505,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:37.228105812,LON0_C2500,1.93,2.03,5,13
2020.04.30D12:00:37.228149819,LOM0_P1300,1.59,1.65,5,7
2020.04.30D12:00:37.228218083,LOM0_C2000,1.7,1.73,2,10
2020.04.30D12:00:37.228221505,LOM0_C1950,1.86,1.94,6,8
2020.04.30D12:00:37.228225590,LOM0_C2150,1.16,1.23,12,9
2020.04.30D12:00:37.228344613,LOM0_C1000,8.6,8.79,7,2
2020.04.30D12:00:37.228348313,LOM0_C1050,8.16,8.35,7,2
2020.04.30D12:00:37.228352578,LOM0_C1100,7.73,7.9,2,8
2020.04.30D12:00:37.228356788,LOM0_C1250,6.46,6.62,2,8
2020.04.30D12:00:37.228360767,LOM0_C1350,5.65,5.8,2,9
2020.04.30D12:00:37.228364903,LOM0_C1400,5.26,5.42,2,9
2020.04.30D12:00:37.228368807,LOM0_C1450,4.88,5.04,2,9
2020.04.30D12:00:37.228373027,LOM0_C1500,4.51,4.66,2,9
2020.04.30D12:00:37.228376989,LOM0_C1650,3.48,3.6,2,2
2020.04.30D12:00:37.228381036,LOM0_C1700,3.19,3.27,2,3
2020.04.30D12:00:37.228385068,LOM0_C1750,2.88,2.96,3,3
2020.04.30D12:00:37.228389167,LOM0_C1800,2.6,2.69,4,13
2020.04.30D12:00:37.228422286,LOM0_P1000,1.15,1.2,10,10
2020.04.30D12:00:37.229861007,LON0_C3550,0.29,0.38,33,39
2020.04.30D12:00:37.230240499,LOM0_C1000,8.61,8.79,5,2
2020.04.30D12:00:37.230243921,LOM0_C1050,8.17,8.35,5,2
2020.04.30D12:00:37.230248427,LOM0_C1100,7.73,7.9,7,8
2020.04.30D12:00:37.230252713,LOM0_C1250,6.46,6.62,2,8
2020.04.30D12:00:37.230256636,LOM0_C1300,6.05,6.21,2,9
2020.04.30D12:00:37.230260796,LOM0_C1400,5.26,5.42,7,9
2020.04.30D12:00:37.230265031,LOM0_C1450,4.88,5.04,7,9
2020.04.30D12:00:37.230274810,LOM0_C1500,4.51,4.66,7,9
2020.04.30D12:00:37.230277758,LOM0_C1650,3.48,3.6,2,2
2020.04.30D12:00:37.230281674,LOM0_C2200,1.02,1.09,12,9
2020.04.30D12:00:37.230293639,LON0_P1450,2.17,2.27,23,15
2020.04.30D12:00:37.230297013,LON0_P1150,1.68,1.78,25,19
2020.04.30D12:00:37.232513822,LOM0_C2000,1.7,1.73,2,5
2020.04.30D12:00:37.232517282,LOM0_C1950,1.86,1.94,6,3
2020.04.30D12:00:37.232521581,LOM0_P1300,1.59,1.65,5,7
2020.04.30D12:00:37.233175596,LOM0_C1850,2.34,2.42,3,12
2020.04.30D12:00:37.233179345,LOM0_C1950,1.86,1.94,6,3
2020.04.30D12:00:37.233184396,LOM0_P1600,2.32,2.39,14,6
2020.04.30D12:00:37.233188634,LOM0_C2050,1.47,1.55,12,12
2020.04.30D12:00:37.233193079,LOM0_P1450,1.9,1.97,7,5
2020.04.30D12:00:37.233197602,LOM0_C2150,1.16,1.23,12,9
2020.04.30D12:00:37.233202239,LOM0_C2200,1.02,1.09,12,9
2020.04.30D12:00:37.233206577,LOM0_P1250,1.49,1.56,18,7
2020.04.30D12:00:37.233214574,LOM0_P1050,1.21,1.26,10,9
2020.04.30D12:00:37.233331935,LON0_C2150,3.4,3.54,5,14
2020.04.30D12:00:37.233336248,LON0_P2100,4.17,4.28,6,4
2020.04.30D12:00:37.233340887,LON0_P2050,3.95,4.07,6,10
2020.04.30D12:00:37.233345400,LON0_P1850,3.21,3.31,8,7
2020.04.30D12:00:37.233349371,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:37.233353651,LON0_C2500,1.93,2.03,5,13
2020.04.30D12:00:37.233357824,LON0_P1350,1.99,2.08,9,9
2020.04.30D12:00:37.233362125,LON0_C2900,0.92,1.04,26,19
2020.04.30D12:00:37.233490180,LON0_P1200,1.75,1.85,25,18
2020.04.30D12:00:37.233633601,LON0_C3550,0.29,0.38,33,35
2020.04.30D12:00:37.233895069,LOM0_P1600,2.32,2.39,14,6
2020.04.30D12:00:37.233898515,LOM0_P1450,1.9,1.97,7,5
2020.04.30D12:00:37.233902993,LOM0_P1250,1.49,1.56,18,7
2020.04.30D12:00:37.233959713,LON0_P2100,4.17,4.28,6,4
2020.04.30D12:00:37.233963195,LON0_P1600,2.5,2.61,9,17
2020.04.30D12:00:37.233967836,LON0_P1350,1.99,2.08,9,9
2020.04.30D12:00:37.233972054,LON0_C2900,0.92,1.04,26,19
2020.04.30D12:00:37.233998392,LOM0_P1650,2.49,2.58,4,8
2020.04.30D12:00:37.235321069,LOM0_C1000,8.61,8.79,6,2
2020.04.30D12:00:37.235324546,LOM0_C1050,8.17,8.35,6,2
2020.04.30D12:00:37.235515878,LOM0_C1900,2.09,2.17,4,8
2020.04.30D12:00:37.235519176,LOM0_P1700,2.67,2.76,3,5
2020.04.30D12:00:37.235533368,LOM0_C2050,1.47,1.55,12,10
2020.04.30D12:00:37.235555180,LON0_C3150,0.58,0.68,22,7
2020.04.30D12:00:37.235574213,LON0_C2950,0.84,0.95,30,6
2020.04.30D12:00:37.235714634,LON0_C2250,2.93,3.04,5,11
2020.04.30D12:00:37.235718145,LON0_P1900,3.38,3.49,8,18
2020.04.30D12:00:37.235722376,LON0_P1850,3.21,3.31,8,7
2020.04.30D12:00:37.235726858,LON0_C3550,0.29,0.38,33,20
2020.04.30D12:00:37.235730962,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:37.235997585,LOM0_C1800,2.6,2.69,4,13
2020.04.30D12:00:37.236001120,LOM0_C1900,2.09,2.17,4,8
2020.04.30D12:00:37.236007621,LOM0_P1650,2.49,2.58,4,8
2020.04.30D12:00:37.236013379,LOM0_P1150,1.34,1.4,10,8
2020.04.30D12:00:37.236059264,LOM0_P1000,1.15,1.2,10,10
2020.04.30D12:00:37.236099923,LON0_C3150,0.58,0.68,7,7
2020.04.30D12:00:37.236225622,LON0_C4750,0.07,0.15,19,14
2020.04.30D12:00:37.236344934,LON0_C3550,0.29,0.38,33,20
2020.04.30D12:00:37.236361685,LON0_C3150,0.58,0.68,7,7
2020.04.30D12:00:37.236411946,LOM0_P1600,2.32,2.39,9,6
2020.04.30D12:00:37.236415542,LOM0_P1250,1.49,1.56,13,12
2020.04.30D12:00:37.236599809,LON0_C2200,3.16,3.28,5,11
2020.04.30D12:00:37.236603327,LON0_C2250,2.93,3.04,5,11
2020.04.30D12:00:37.236608039,LON0_P2000,3.75,3.86,6,4
2020.04.30D12:00:37.236612633,LON0_P1900,3.38,3.49,8,18
2020.04.30D12:00:37.236781965,LOM0_C1900,2.09,2.17,4,3
2020.04.30D12:00:37.236785350,LOM0_P1700,2.67,2.76,3,10
2020.04.30D12:00:37.238134592,LOM0_C2550,0.44,0.48,6,16
2020.04.30D12:00:37.239332188,LON0_P1450,2.17,2.27,23,9
2020.04.30D12:00:37.242113737,LON0_C2500,1.93,2.03,5,13
2020.04.30D12:00:37.242117268,LON0_P1450,2.17,2.27,23,9
2020.04.30D12:00:37.247677059,LON0_C4400,0.12,0.16,3,3
2020.04.30D12:00:37.269469459,LON0_C3150,0.57,0.68,25,7
2020.04.30D12:00:37.269474906,LOM0_P4050,21.99,24.12,1,1
2020.04.30D12:00:37.269575643,LON0_C3150,0.57,0.69,25,32
2020.04.30D12:00:37.269693831,LOM0_C1800,2.6,2.69,5,13
2020.04.30D12:00:37.269697280,LOM0_C1700,3.19,3.27,2,3
2020.04.30D12:00:37.269706346,LON0_C3150,0.57,0.69,25,32
2020.04.30D12:00:37.280442648,LOM0_C100,16.01,0,1,0
2020.04.30D12:00:37.280446664,LOM0_C300,14.01,0,1,0
2020.04.30D12:00:37.280451160,LOM0_C350,13.55,0,1,0
2020.04.30D12:00:37.280455533,LOM0_C400,13.09,0,1,0
2020.04.30D12:00:37.280459916,LON0_C200,17.41,0,1,0
2020.04.30D12:00:37.280464141,LON0_C300,16.37,0,1,0
2020.04.30D12:00:37.280468555,LON0_C350,15.89,0,1,0
2020.04.30D12:00:37.280472828,LON0_C400,15.41,0,1,0
2020.04.30D12:00:37.280476879,LON0_C500,14.47,0,1,0
2020.04.30D12:00:37.280480999,LON0_C550,14.01,0,1,0
2020.04.30D12:00:37.280492808,LON0_C2950,0.84,0.96,30,40
2020.04.30D12:00:37.280496198,LOM0_P4050,21.98,24.12,1,1
2020.04.30D12:00:37.280500332,LOM0_P4400,25.46,0,1,0
2020.04.30D12:00:37.280662124,LOM0_C1700,3.19,3.27,3,3
2020.04.30D12:00:37.280665649,LON0_C2600,1.63,1.72,8,12
2020.04.30D12:00:37.280669912,LON0_P1650,2.62,2.73,24,16
2020.04.30D12:00:37.280673925,LON0_C2150,3.4,3.54,5,14
2020.04.30D12:00:37.280677856,LOM0_C1800,2.6,2.69,5,13
2020.04.30D12:00:37.280681973,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:37.280685862,LOM0_C1000,8.61,8.79,7,2
2020.04.30D12:00:37.280689996,LOM0_C1050,8.17,8.35,7,2
2020.04.30D12:00:37.281620457,LOM0_P1300,1.59,1.65,5,7
2020.04.30D12:00:37.281926025,LOM0_C1000,8.61,8.79,6,2
2020.04.30D12:00:37.284814668,LON0_P950,1.44,1.53,22,12
2020.04.30D12:00:37.301068516,LOM0_C1850,2.33,2.42,4,12
2020.04.30D12:00:37.304750426,LON0_P950,1.44,1.53,22,19
2020.04.30D12:00:37.305328880,LOM0_C1850,2.33,2.42,5,12
2020.04.30D12:00:37.329347166,LON0_C4250,0.13,0.2,28,40
2020.04.30D12:00:37.329351109,LON0_C3900,0.21,0.25,3,20
2020.04.30D12:00:37.347327437,LOM0_P1450,1.9,1.97,10,5
2020.04.30D12:00:37.347331664,LOM0_P1550,2.17,2.24,11,5
2020.04.30D12:00:37.385335742,LON0_P1000,1.5,1.59,85,12
2020.04.30D12:00:37.385364922,LON0_P1050,1.55,1.65,38,24
2020.04.30D12:00:37.385482252,LON0_C2950,0.84,0.96,30,40
2020.04.30D12:00:37.385505386,LON0_P1100,1.62,1.71,11,12
2020.04.30D12:00:37.385670048,LON0_C2900,0.92,1.04,26,19
2020.04.30D12:00:37.385678002,LON0_P1150,1.68,1.78,25,31
2020.04.30D12:00:37.385726144,LON0_P1200,1.75,1.85,25,30
2020.04.30D12:00:37.385852873,LON0_C2850,1.02,1.13,9,10
2020.04.30D12:00:37.385882921,LON0_P1250,1.82,1.92,29,23
2020.04.30D12:00:37.386055347,LON0_C2800,1.12,1.23,9,17
2020.04.30D12:00:37.386073346,LON0_P1300,1.9,2,29,23
2020.04.30D12:00:37.386216536,LON0_P1350,1.99,2.08,9,9
2020.04.30D12:00:37.386233242,LON0_C2750,1.23,1.34,9,18
2020.04.30D12:00:37.386387152,LON0_P1400,2.08,2.17,9,5
2020.04.30D12:00:37.386561890,LON0_C2700,1.35,1.46,9,17
2020.04.30D12:00:37.386578068,LON0_P1450,2.17,2.27,23,9
2020.04.30D12:00:37.386740608,LON0_C2650,1.48,1.58,9,13
2020.04.30D12:00:37.386744878,LON0_P1500,2.28,2.38,9,11
2020.04.30D12:00:37.386790019,LON0_P1550,2.38,2.49,27,16
2020.04.30D12:00:37.386944051,LON0_C2600,1.63,1.72,8,12
2020.04.30D12:00:37.386976458,LON0_P1600,2.5,2.61,9,17
2020.04.30D12:00:37.387101406,LON0_C2550,1.78,1.87,5,14
2020.04.30D12:00:37.387119386,LON0_P1650,2.62,2.73,24,16
2020.04.30D12:00:37.387295751,LON0_C2500,1.93,2.03,5,13
2020.04.30D12:00:37.387299878,LON0_P1700,2.76,2.86,8,15
2020.04.30D12:00:37.387459701,LON0_P1750,2.9,3,8,15
2020.04.30D12:00:37.387475796,LON0_C2450,2.1,2.21,5,13
2020.04.30D12:00:37.387626591,LON0_P1800,3.05,3.16,8,18
2020.04.30D12:00:37.387730288,LON0_C2400,2.3,2.39,5,13
2020.04.30D12:00:37.387885622,LON0_C2350,2.49,2.59,5,13
2020.04.30D12:00:37.390584186,LON0_P1000,1.5,1.59,85,19
2020.04.30D12:00:37.390602579,LON0_P1100,1.62,1.71,11,18
2020.04.30D12:00:37.474119709,LOM0_P2050,4.43,4.56,2,2
2020.04.30D12:00:37.485466256,LON0_C2300,2.7,2.81,5,13
2020.04.30D12:00:37.485641214,LON0_P2000,3.75,3.86,6,4
2020.04.30D12:00:37.485825237,LON0_P2050,3.95,4.07,6,10
2020.04.30D12:00:37.485833583,LON0_C2200,3.16,3.28,5,11
2020.04.30D12:00:37.486003890,LON0_P2100,4.17,4.28,6,4
2020.04.30D12:00:37.486096517,LON0_C2150,3.4,3.54,5,14
2020.04.30D12:00:37.486269465,LON0_P2150,4.4,4.53,6,6
2020.04.30D12:00:37.486278049,LON0_C2100,3.66,3.81,6,6
2020.04.30D12:00:37.486454231,LON0_P2200,4.65,4.78,6,6
2020.04.30D12:00:37.486458737,LON0_C2050,3.93,4.14,6,18
2020.04.30D12:00:37.486728282,LON0_C2000,4.22,4.43,6,12
2020.04.30D12:00:37.486732764,LON0_P2250,4.91,5.04,6,6
2020.04.30D12:00:37.486778916,LON0_C1950,4.52,4.74,6,18
2020.04.30D12:00:37.486884356,LON0_P2300,5.18,5.32,6,6
2020.04.30D12:00:37.487004518,LON0_C1900,4.83,5.06,6,18
2020.04.30D12:00:37.487044468,LON0_P2350,5.46,5.61,6,6
2020.04.30D12:00:37.487146613,LON0_C1850,5.15,5.38,6,12
2020.04.30D12:00:37.487184352,LON0_P2400,5.7,5.96,14,2
2020.04.30D12:00:37.487291150,LON0_C1800,5.49,5.72,6,18
2020.04.30D12:00:37.487320906,LON0_C1750,5.83,6.08,6,18
2020.04.30D12:00:37.487387260,LON0_C1700,6.19,6.44,2,14
2020.04.30D12:00:37.487416677,LON0_C1650,6.55,6.81,2,12
2020.04.30D12:00:37.487991030,LON0_C2000,4.22,4.43,6,17
2020.04.30D12:00:37.487994190,LON0_C1850,5.15,5.38,6,17
2020.04.30D12:00:37.487998311,LON0_C1650,6.55,6.81,2,13
2020.04.30D12:00:37.520566111,LON0_C1650,6.55,6.81,2,14
2020.04.30D12:00:37.520574344,LON0_C2000,4.22,4.43,6,18
2020.04.30D12:00:37.524785855,LON0_C1850,5.15,5.38,6,18
2020.04.30D12:00:37.635231388,LOM0_P2150,5.1,5.24,8,2
2020.04.30D12:00:37.637994312,LON0_C2100,3.66,3.81,6,11
2020.04.30D12:00:37.637997687,LON0_P2150,4.4,4.53,11,6
2020.04.30D12:00:37.638002036,LON0_P1950,3.56,3.66,6,4
2020.04.30D12:00:37.638215277,LON0_P1400,2.08,2.17,23,5
2020.04.30D12:00:37.785330610,LON0_P1950,3.56,3.66,6,4
2020.04.30D12:00:37.812313005,LOM0_C1550,4.15,4.28,2,2
2020.04.30D12:00:37.838759338,LOM0_C100,16,0,1,0
2020.04.30D12:00:37.888731840,LOM0_P4400,25.47,0,1,0
2020.04.30D12:00:37.939248748,LOM0_P1850,3.31,3.42,4,2
2020.04.30D12:00:37.939252556,LOM0_P1750,2.86,2.95,22,9
2020.04.30D12:00:37.939257362,LOM0_C2250,0.9,0.96,13,9
2020.04.30D12:00:37.951852477,LOM0_P1850,3.31,3.42,5,2
2020.04.30D12:00:37.965403683,LOM0_P1900,3.55,3.68,9,2
2020.04.30D12:00:37.978020352,LOM0_C2000,1.7,1.73,2,5
2020.04.30D12:00:37.978047343,LON0_C2450,2.1,2.21,5,13
2020.04.30D12:00:38.229961098,LOM0_C1900,2.09,2.17,4,7
2020.04.30D12:00:38.229967396,LOM0_C1700,3.19,3.27,3,7
2020.04.30D12:00:38.229975638,LOM0_C1850,2.33,2.42,9,16
2020.04.30D12:00:38.229978892,LOM0_C2150,1.16,1.23,12,12
2020.04.30D12:00:38.229983179,LOM0_C1550,4.16,4.27,4,4
2020.04.30D12:00:38.229987674,LOM0_C1600,3.82,3.92,4,4
2020.04.30D12:00:38.229991814,LOM0_C1650,3.49,3.59,4,4
2020.04.30D12:00:38.229995994,LOM0_C1750,2.88,2.96,7,3
2020.04.30D12:00:38.230000067,LOM0_C1800,2.6,2.68,9,4
2020.04.30D12:00:38.230004274,LOM0_C1950,1.86,1.94,10,7
2020.04.30D12:00:38.230008466,LOM0_C2000,1.7,1.73,2,9
2020.04.30D12:00:38.230012850,LOM0_C2050,1.47,1.55,12,14
2020.04.30D12:00:38.230017078,LOM0_C2100,1.31,1.38,6,14
2020.04.30D12:00:38.230021453,LOM0_C2300,0.79,0.85,12,12
2020.04.30D12:00:38.230163517,LOM0_C2350,0.7,0.75,13,8
2020.04.30D12:00:38.230167201,LOM0_C2400,0.63,0.67,2,18
2020.04.30D12:00:38.230171897,LOM0_C2450,0.55,0.6,7,16
2020.04.30D12:00:38.230176041,LOM0_C2250,0.9,0.96,13,12
2020.04.30D12:00:38.230180344,LOM0_C2500,0.49,0.53,6,16
2020.04.30D12:00:38.230184862,LOM0_C2550,0.44,0.48,6,16
2020.04.30D12:00:38.230189150,LOM0_C2200,1.02,1.09,12,12
2020.04.30D12:00:38.230193270,LOM0_C2600,0.38,0.43,9,15
2020.04.30D12:00:38.230197378,LOM0_C3250,0.14,0.16,1,3
2020.04.30D12:00:38.230201582,LOM0_C3200,0.15,0.17,2,3
2020.04.30D12:00:38.230205801,LOM0_C2650,0.34,0.4,9,20
2020.04.30D12:00:38.230209959,LOM0_C2700,0.3,0.36,21,18
2020.04.30D12:00:38.230214182,LOM0_C2800,0.26,0.3,3,3
2020.04.30D12:00:38.230218328,LOM0_C2750,0.28,0.33,3,3
2020.04.30D12:00:38.230419517,LOM0_C2850,0.24,0.28,3,2
2020.04.30D12:00:38.230423379,LOM0_C3050,0.18,0.21,4,3
2020.04.30D12:00:38.230427924,LOM0_C3100,0.17,0.2,2,3
2020.04.30D12:00:38.230432297,LOM0_C2900,0.22,0.26,3,2
2020.04.30D12:00:38.230436535,LOM0_C2950,0.2,0.24,7,2
2020.04.30D12:00:38.230440587,LOM0_C3150,0.16,0.18,2,2
2020.04.30D12:00:38.230444759,LOM0_C3000,0.21,0.23,5,19
2020.04.30D12:00:38.230449019,LON0_C2350,2.49,2.59,5,16
2020.04.30D12:00:38.230453052,LON0_C2750,1.24,1.33,3,3
2020.04.30D12:00:38.230457098,LON0_C2800,1.13,1.23,3,20
2020.04.30D12:00:38.230461420,LON0_C2850,1.03,1.13,3,13
2020.04.30D12:00:38.230465741,LON0_C2900,0.93,1.03,3,3
2020.04.30D12:00:38.230469861,LON0_C2250,2.93,3.03,5,3
2020.04.30D12:00:38.230474151,LON0_C2650,1.48,1.58,12,16
2020.04.30D12:00:38.230712069,LON0_C2700,1.35,1.45,12,3
2020.04.30D12:00:38.230715539,LON0_C2600,1.63,1.72,8,15
2020.04.30D12:00:38.230719815,LON0_C2450,2.1,2.2,8,3
2020.04.30D12:00:38.230723993,LON0_C2200,3.16,3.27,8,3
2020.04.30D12:00:38.230728015,LON0_C2400,2.3,2.39,5,16
2020.04.30D12:00:38.230732159,LON0_C2500,1.93,2.03,8,16
2020.04.30D12:00:38.230736416,LON0_C2300,2.7,2.8,5,3
2020.04.30D12:00:38.230740687,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:38.230745370,LON0_C3200,0.54,0.62,3,14
2020.04.30D12:00:38.230749833,LON0_C3850,0.2,0.27,16,23
2020.04.30D12:00:38.230754386,LON0_C3100,0.64,0.73,3,3
2020.04.30D12:00:38.230761210,LON0_C3950,0.17,0.24,34,3
2020.04.30D12:00:38.230764091,LON0_C3550,0.3,0.38,3,23
2020.04.30D12:00:38.230768248,LON0_C3600,0.27,0.35,34,16
2020.04.30D12:00:38.230949293,LON0_C3300,0.46,0.53,2,22
2020.04.30D12:00:38.230952833,LON0_C3050,0.7,0.8,3,3
2020.04.30D12:00:38.230957089,LON0_C3150,0.58,0.68,3,3
2020.04.30D12:00:38.230963374,LON0_C3350,0.41,0.5,3,3
2020.04.30D12:00:38.230968032,LON0_C3450,0.35,0.43,3,3
2020.04.30D12:00:38.230972837,LON0_C3250,0.49,0.58,3,3
2020.04.30D12:00:38.230977184,LON0_C3400,0.38,0.46,3,18
2020.04.30D12:00:38.230981324,LON0_C3500,0.34,0.39,2,14
2020.04.30D12:00:38.230985661,LON0_C3000,0.81,0.87,1,10
2020.04.30D12:00:38.230989667,LON0_C3650,0.25,0.33,41,3
2020.04.30D12:00:38.230994006,LON0_C3700,0.24,0.31,26,13
2020.04.30D12:00:38.230998272,LON0_C3750,0.22,0.3,32,23
2020.04.30D12:00:38.231002156,LON0_C2950,0.85,0.95,3,3
2020.04.30D12:00:38.231006381,LON0_C3800,0.23,0.28,3,22
2020.04.30D12:00:38.231015153,LOM0_C1550,4.16,4.27,4,5
2020.04.30D12:00:38.231134104,LON0_C3900,0.21,0.25,3,20
2020.04.30D12:00:38.231518887,LOM0_C1600,3.82,3.92,5,4
2020.04.30D12:00:38.231522446,LOM0_C1550,4.16,4.27,5,5
2020.04.30D12:00:38.231530913,LOM0_C1650,3.49,3.59,5,4
2020.04.30D12:00:38.231709697,LON0_C3400,0.38,0.46,3,18
2020.04.30D12:00:38.231743713,LOM0_C1900,2.09,2.17,4,12
2020.04.30D12:00:38.231747117,LOM0_C1950,1.86,1.94,10,12
2020.04.30D12:00:38.231751413,LOM0_C2000,1.7,1.73,2,14
2020.04.30D12:00:38.231755754,LON0_C2250,2.93,3.03,5,8
2020.04.30D12:00:38.231759845,LON0_C2450,2.1,2.2,8,8
2020.04.30D12:00:38.231763907,LON0_C2200,3.16,3.27,8,8
2020.04.30D12:00:38.231768027,LON0_C2300,2.7,2.8,5,8
2020.04.30D12:00:38.232092904,LOM0_C1600,3.82,3.92,5,5
2020.04.30D12:00:38.232096144,LOM0_C1800,2.6,2.68,9,5
2020.04.30D12:00:38.232455269,LON0_C2900,0.93,1.03,7,3
2020.04.30D12:00:38.232464014,LON0_C2800,1.13,1.23,7,20
2020.04.30D12:00:38.232467213,LON0_C2850,1.03,1.13,7,13
2020.04.30D12:00:38.232705060,LON0_C3100,0.64,0.73,9,3
2020.04.30D12:00:38.232708349,LON0_C3150,0.58,0.68,10,3
2020.04.30D12:00:38.232712300,LON0_C3050,0.7,0.8,9,3
2020.04.30D12:00:38.232725514,LON0_C3050,0.7,0.8,9,9
2020.04.30D12:00:38.232728676,LON0_C3950,0.17,0.24,34,15
2020.04.30D12:00:38.232732790,LON0_C3150,0.58,0.68,10,10
2020.04.30D12:00:38.232736830,LON0_C3250,0.49,0.58,3,10
2020.04.30D12:00:38.232740717,LON0_C3350,0.41,0.5,3,10
2020.04.30D12:00:38.232774123,LON0_C2400,2.3,2.39,5,16
2020.04.30D12:00:38.232777568,LON0_C3200,0.54,0.62,10,14
2020.04.30D12:00:38.232781922,LON0_C2600,1.63,1.72,8,15
2020.04.30D12:00:38.232786295,LON0_C3400,0.38,0.46,13,18
2020.04.30D12:00:38.232790527,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:38.232794752,LON0_C2750,1.24,1.33,7,3
2020.04.30D12:00:38.233184960,LON0_C2300,2.7,2.8,5,9
2020.04.30D12:00:38.233192053,LON0_C2450,2.1,2.2,8,11
2020.04.30D12:00:38.233419101,LOM0_P1050,1.21,1.26,13,9
2020.04.30D12:00:38.233423271,LOM0_P1250,1.49,1.56,13,15
2020.04.30D12:00:38.233429435,LOM0_P1100,1.27,1.32,13,3
2020.04.30D12:00:38.233432449,LOM0_P1900,3.56,3.67,4,4
2020.04.30D12:00:38.233436431,LOM0_P1000,1.15,1.2,13,10
2020.04.30D12:00:38.233440662,LOM0_P1350,1.67,1.75,36,11
2020.04.30D12:00:38.233702930,LOM0_P1150,1.34,1.4,13,8
2020.04.30D12:00:38.233706397,LOM0_P1700,2.68,2.76,4,14
2020.04.30D12:00:38.233710523,LOM0_P1750,2.87,2.95,4,9
2020.04.30D12:00:38.233714738,LOM0_P1850,3.32,3.41,4,4
2020.04.30D12:00:38.233718695,LOM0_P1600,2.32,2.39,12,6
2020.04.30D12:00:38.233722917,LOM0_P1800,3.08,3.18,4,4
2020.04.30D12:00:38.233727265,LOM0_P2200,5.47,5.6,4,4
2020.04.30D12:00:38.233731249,LOM0_P1300,1.59,1.65,5,10
2020.04.30D12:00:38.233735521,LOM0_P1400,1.79,1.85,7,6
2020.04.30D12:00:38.233740034,LOM0_P2000,4.13,4.24,4,4
2020.04.30D12:00:38.233744313,LOM0_P1500,2.03,2.11,7,18
2020.04.30D12:00:38.233748653,LOM0_P1450,1.9,1.97,13,5
2020.04.30D12:00:38.233752855,LOM0_P1200,1.41,1.48,24,15
2020.04.30D12:00:38.233757075,LOM0_P1550,2.17,2.24,14,5
2020.04.30D12:00:38.233765121,LON0_C2950,0.85,0.95,9,3
2020.04.30D12:00:38.233776673,LON0_C2950,0.85,0.95,9,9
2020.04.30D12:00:38.233780029,LON0_C3100,0.64,0.73,9,9
2020.04.30D12:00:38.233784185,LON0_C3650,0.25,0.33,41,13
2020.04.30D12:00:38.233788353,LON0_C3450,0.35,0.43,3,13
2020.04.30D12:00:38.233800431,LON0_C2550,1.78,1.87,5,17
2020.04.30D12:00:38.233803787,LON0_C3450,0.35,0.43,13,13
2020.04.30D12:00:38.233807832,LON0_C3250,0.49,0.58,10,10
2020.04.30D12:00:38.233812182,LON0_C3350,0.41,0.5,10,10
2020.04.30D12:00:38.234070379,LOM0_P1650,2.49,2.58,8,12
2020.04.30D12:00:38.234073923,LOM0_P2100,4.77,4.88,4,4
2020.04.30D12:00:38.234077915,LOM0_P2150,5.11,5.23,4,4
2020.04.30D12:00:38.234082032,LOM0_P2050,4.44,4.55,4,4
2020.04.30D12:00:38.234086163,LOM0_P1950,3.83,3.94,4,4
2020.04.30D12:00:38.234090292,LOM0_P2500,7.89,8.09,6,2
2020.04.30D12:00:38.234094273,LON0_P1600,2.53,2.6,3,3
2020.04.30D12:00:38.234098465,LON0_P1700,2.76,2.86,11,18
2020.04.30D12:00:38.234102604,LON0_P1000,1.51,1.59,4,19
2020.04.30D12:00:38.234106755,LON0_P1100,1.62,1.71,14,21
2020.04.30D12:00:38.234112891,LON0_P1450,2.17,2.26,26,3
2020.04.30D12:00:38.234115828,LON0_P1300,1.9,1.99,32,3
2020.04.30D12:00:38.234119815,LON0_P1350,1.99,2.07,9,3
2020.04.30D12:00:38.234123982,LON0_P1400,2.08,2.16,23,3
